#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
KAJ2935797.1         -          nacht_mafft_aligned  -            1.9e-48  165.4   0.0   6.1e-11   41.8   0.0   4.1   4   0   0   4   4   4   4 hypothetical protein H1R20_g1294, partial [Candolleomyces eurysporus]
KAJ2925560.1         -          nacht_mafft_aligned  -            1.6e-07   30.6   0.0   2.6e-07   29.9   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g11532, partial [Candolleomyces eurysporus]
KAJ2927466.1         -          nacht_mafft_aligned  -            1.6e-07   30.6   0.0   2.7e-07   29.8   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g9630, partial [Candolleomyces eurysporus]
KAJ2927634.1         -          nacht_mafft_aligned  -            1.7e-07   30.5   0.0   2.7e-07   29.9   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g9467, partial [Candolleomyces eurysporus]
KAJ2928716.1         -          nacht_mafft_aligned  -            1.7e-07   30.5   0.0   2.6e-07   29.9   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g8420, partial [Candolleomyces eurysporus]
KAJ2936779.1         -          nacht_mafft_aligned  -            1.7e-07   30.5   0.0   2.8e-07   29.8   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g299, partial [Candolleomyces eurysporus]
KAJ2933859.1         -          nacht_mafft_aligned  -            1.9e-07   30.4   0.0     3e-07   29.7   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g3246, partial [Candolleomyces eurysporus]
KAJ2934013.1         -          nacht_mafft_aligned  -            1.9e-07   30.4   0.0   2.9e-07   29.7   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g3091, partial [Candolleomyces eurysporus]
KAJ2936417.1         -          nacht_mafft_aligned  -            1.9e-07   30.4   0.0   3.2e-07   29.6   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g678, partial [Candolleomyces eurysporus]
KAJ2932170.1         -          nacht_mafft_aligned  -            1.9e-07   30.3   0.0   3.3e-07   29.6   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g4936, partial [Candolleomyces eurysporus]
KAJ2925972.1         -          nacht_mafft_aligned  -            2.1e-07   30.2   0.0   3.2e-07   29.6   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g11119, partial [Candolleomyces eurysporus]
KAJ2936356.1         -          nacht_mafft_aligned  -            2.1e-07   30.2   0.0   3.6e-07   29.4   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g736, partial [Candolleomyces eurysporus]
KAJ2921458.1         -          nacht_mafft_aligned  -            2.1e-07   30.2   0.0   4.3e-07   29.2   0.0   1.4   1   0   0   1   1   1   1 hypothetical protein H1R20_g15637, partial [Candolleomyces eurysporus]
KAJ2934014.1         -          nacht_mafft_aligned  -            2.1e-07   30.2   0.0   3.6e-07   29.4   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g3092, partial [Candolleomyces eurysporus]
KAJ2933922.1         -          nacht_mafft_aligned  -            2.5e-07   30.0   0.0   3.8e-07   29.4   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g3187, partial [Candolleomyces eurysporus]
KAJ2935572.1         -          nacht_mafft_aligned  -            2.5e-07   29.9   0.0     4e-07   29.3   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g1523, partial [Candolleomyces eurysporus]
KAJ2932115.1         -          nacht_mafft_aligned  -            2.6e-07   29.9   0.0     4e-07   29.3   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g4991, partial [Candolleomyces eurysporus]
KAJ2921767.1         -          nacht_mafft_aligned  -            2.6e-07   29.9   0.0   5.5e-07   28.8   0.0   1.5   1   0   0   1   1   1   1 hypothetical protein H1R20_g15325, partial [Candolleomyces eurysporus]
KAJ2936834.1         -          nacht_mafft_aligned  -            2.6e-07   29.9   0.0   5.2e-07   28.9   0.0   1.4   1   0   0   1   1   1   1 hypothetical protein H1R20_g247, partial [Candolleomyces eurysporus]
KAJ2930567.1         -          nacht_mafft_aligned  -            2.6e-07   29.9   0.0   3.7e-07   29.4   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g6525, partial [Candolleomyces eurysporus]
KAJ2921320.1         -          nacht_mafft_aligned  -            2.6e-07   29.9   0.0   3.9e-07   29.3   0.0   1.1   1   0   0   1   1   1   1 hypothetical protein H1R20_g15774, partial [Candolleomyces eurysporus]
KAJ2936851.1         -          nacht_mafft_aligned  -              3e-07   29.7   0.0   5.6e-07   28.8   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g260, partial [Candolleomyces eurysporus]
KAJ2928696.1         -          nacht_mafft_aligned  -            3.1e-07   29.7   0.0   4.7e-07   29.0   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g8418, partial [Candolleomyces eurysporus]
KAJ2925641.1         -          nacht_mafft_aligned  -            3.1e-07   29.6   0.0   5.1e-07   28.9   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g11458, partial [Candolleomyces eurysporus]
KAJ2929923.1         -          nacht_mafft_aligned  -            3.3e-07   29.5   0.0   5.8e-07   28.7   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g7163, partial [Candolleomyces eurysporus]
KAJ2936824.1         -          nacht_mafft_aligned  -            3.4e-07   29.5   0.0   7.9e-07   28.3   0.0   1.6   2   0   0   2   2   1   1 hypothetical protein H1R20_g279, partial [Candolleomyces eurysporus]
KAJ2924830.1         -          nacht_mafft_aligned  -            3.5e-07   29.5   0.0   7.1e-07   28.5   0.0   1.5   1   0   0   1   1   1   1 hypothetical protein H1R20_g12271, partial [Candolleomyces eurysporus]
KAJ2937068.1         -          nacht_mafft_aligned  -            3.7e-07   29.4   0.0   7.5e-07   28.4   0.0   1.4   1   0   0   1   1   1   1 hypothetical protein H1R20_g21, partial [Candolleomyces eurysporus]
KAJ2927984.1         -          nacht_mafft_aligned  -            3.9e-07   29.3   0.0   6.5e-07   28.6   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g9107, partial [Candolleomyces eurysporus]
KAJ2921252.1         -          nacht_mafft_aligned  -            3.9e-07   29.3   0.3    0.0058   15.6   0.0   2.2   2   0   0   2   2   2   2 hypothetical protein H1R20_g15844, partial [Candolleomyces eurysporus]
KAJ2925166.1         -          nacht_mafft_aligned  -              4e-07   29.3   0.0   7.5e-07   28.4   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g11932, partial [Candolleomyces eurysporus]
KAJ2923557.1         -          nacht_mafft_aligned  -              4e-07   29.3   0.1   1.8e-06   27.1   0.1   1.9   1   1   0   1   1   1   1 hypothetical protein H1R20_g13538, partial [Candolleomyces eurysporus]
KAJ2931021.1         -          nacht_mafft_aligned  -            4.2e-07   29.2   0.0   6.6e-07   28.6   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g6095, partial [Candolleomyces eurysporus]
KAJ2929323.1         -          nacht_mafft_aligned  -            4.3e-07   29.2   0.0   7.2e-07   28.4   0.0   1.4   1   0   0   1   1   1   1 hypothetical protein H1R20_g7774, partial [Candolleomyces eurysporus]
KAJ2925686.1         -          nacht_mafft_aligned  -            4.4e-07   29.1   0.0   7.9e-07   28.3   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g11406, partial [Candolleomyces eurysporus]
KAJ2933760.1         -          nacht_mafft_aligned  -            4.5e-07   29.1   0.0   8.9e-07   28.1   0.0   1.5   1   0   0   1   1   1   1 hypothetical protein H1R20_g3334, partial [Candolleomyces eurysporus]
KAJ2927023.1         -          nacht_mafft_aligned  -            4.5e-07   29.1   0.0   7.1e-07   28.5   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g10044, partial [Candolleomyces eurysporus]
KAJ2931108.1         -          nacht_mafft_aligned  -            4.6e-07   29.1   0.0   1.7e-06   27.2   0.0   1.8   1   1   0   1   1   1   1 hypothetical protein H1R20_g5987, partial [Candolleomyces eurysporus]
KAJ2930651.1         -          nacht_mafft_aligned  -              5e-07   28.9   0.1   1.6e-06   27.3   0.1   1.7   1   1   0   1   1   1   1 hypothetical protein H1R20_g6451, partial [Candolleomyces eurysporus]
KAJ2932402.1         -          nacht_mafft_aligned  -            5.5e-07   28.8   0.0   9.4e-07   28.1   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g4727, partial [Candolleomyces eurysporus]
KAJ2929057.1         -          nacht_mafft_aligned  -            5.7e-07   28.8   0.0   9.1e-07   28.1   0.0   1.4   1   0   0   1   1   1   1 hypothetical protein H1R20_g8037, partial [Candolleomyces eurysporus]
KAJ2929908.1         -          nacht_mafft_aligned  -            6.3e-07   28.6   0.0   1.1e-06   27.8   0.0   1.4   1   0   0   1   1   1   1 hypothetical protein H1R20_g7171, partial [Candolleomyces eurysporus]
KAJ2922704.1         -          nacht_mafft_aligned  -            6.5e-07   28.6   0.0   1.1e-06   27.8   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g14389, partial [Candolleomyces eurysporus]
KAJ2936778.1         -          nacht_mafft_aligned  -            6.6e-07   28.6   0.0     1e-06   27.9   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g298, partial [Candolleomyces eurysporus]
KAJ2920910.1         -          nacht_mafft_aligned  -            6.8e-07   28.5   0.0   1.5e-06   27.4   0.0   1.5   2   0   0   2   2   1   1 hypothetical protein H1R20_g16185, partial [Candolleomyces eurysporus]
KAJ2926008.1         -          nacht_mafft_aligned  -            7.1e-07   28.5   0.0     1e-06   27.9   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g11080, partial [Candolleomyces eurysporus]
KAJ2923885.1         -          nacht_mafft_aligned  -            7.2e-07   28.4   0.0   1.1e-06   27.8   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g13209, partial [Candolleomyces eurysporus]
KAJ2929275.1         -          nacht_mafft_aligned  -            7.2e-07   28.4   0.4   0.00019   20.5   0.4   2.1   1   1   0   1   1   1   1 hypothetical protein H1R20_g7810, partial [Candolleomyces eurysporus]
KAJ2930926.1         -          nacht_mafft_aligned  -            7.9e-07   28.3   0.6   2.7e-05   23.2   0.6   2.1   1   1   0   1   1   1   1 hypothetical protein H1R20_g6140, partial [Candolleomyces eurysporus]
KAJ2929039.1         -          nacht_mafft_aligned  -            7.9e-07   28.3   0.0   1.6e-06   27.3   0.0   1.4   1   0   0   1   1   1   1 hypothetical protein H1R20_g8063, partial [Candolleomyces eurysporus]
KAJ2933777.1         -          nacht_mafft_aligned  -            7.9e-07   28.3   0.0   1.2e-06   27.7   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g3328, partial [Candolleomyces eurysporus]
KAJ2929880.1         -          nacht_mafft_aligned  -            8.2e-07   28.3   0.0   1.4e-06   27.5   0.0   1.3   1   1   0   1   1   1   1 hypothetical protein H1R20_g7200, partial [Candolleomyces eurysporus]
KAJ2932292.1         -          nacht_mafft_aligned  -            8.2e-07   28.2   0.0   1.9e-06   27.0   0.0   1.7   2   0   0   2   2   1   1 hypothetical protein H1R20_g4771, partial [Candolleomyces eurysporus]
KAJ2930645.1         -          nacht_mafft_aligned  -            8.7e-07   28.2   0.0   1.4e-06   27.5   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g6447, partial [Candolleomyces eurysporus]
KAJ2921245.1         -          nacht_mafft_aligned  -            8.9e-07   28.1   0.0   1.8e-06   27.2   0.0   1.5   2   0   0   2   2   1   1 hypothetical protein H1R20_g15849, partial [Candolleomyces eurysporus]
KAJ2929490.1         -          nacht_mafft_aligned  -            8.9e-07   28.1   0.0   1.4e-06   27.5   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g7610, partial [Candolleomyces eurysporus]
KAJ2936806.1         -          nacht_mafft_aligned  -            8.9e-07   28.1   0.0   1.6e-06   27.3   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g255, partial [Candolleomyces eurysporus]
KAJ2922531.1         -          nacht_mafft_aligned  -            8.9e-07   28.1   0.0   1.4e-06   27.5   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g14561, partial [Candolleomyces eurysporus]
KAJ2932319.1         -          nacht_mafft_aligned  -              1e-06   28.0   0.0   1.6e-06   27.3   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g4793, partial [Candolleomyces eurysporus]
KAJ2929833.1         -          nacht_mafft_aligned  -            1.1e-06   27.8   0.0   1.8e-06   27.1   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g7253, partial [Candolleomyces eurysporus]
KAJ2935066.1         -          nacht_mafft_aligned  -            1.2e-06   27.7   0.0   1.8e-06   27.2   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g1999, partial [Candolleomyces eurysporus]
KAJ2923750.1         -          nacht_mafft_aligned  -            1.2e-06   27.7   0.0   2.4e-06   26.7   0.0   1.4   1   0   0   1   1   1   1 hypothetical protein H1R20_g13346, partial [Candolleomyces eurysporus]
KAJ2928074.1         -          nacht_mafft_aligned  -            1.3e-06   27.6   0.0   2.5e-06   26.6   0.0   1.4   1   0   0   1   1   1   1 hypothetical protein H1R20_g9012, partial [Candolleomyces eurysporus]
KAJ2935987.1         -          nacht_mafft_aligned  -            1.3e-06   27.6   0.0   2.1e-06   26.9   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g1108, partial [Candolleomyces eurysporus]
KAJ2934364.1         -          nacht_mafft_aligned  -            1.3e-06   27.5   0.0   1.7e-06   27.2   0.0   1.1   1   0   0   1   1   1   1 hypothetical protein H1R20_g2731, partial [Candolleomyces eurysporus]
KAJ2927395.1         -          nacht_mafft_aligned  -            1.4e-06   27.5   0.0   2.6e-06   26.6   0.0   1.4   1   0   0   1   1   1   1 hypothetical protein H1R20_g9697, partial [Candolleomyces eurysporus]
KAJ2935942.1         -          nacht_mafft_aligned  -            1.4e-06   27.5   0.0   2.2e-06   26.8   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g1156, partial [Candolleomyces eurysporus]
KAJ2936800.1         -          nacht_mafft_aligned  -            1.4e-06   27.5   0.0   2.1e-06   26.9   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g291, partial [Candolleomyces eurysporus]
KAJ2923468.1         -          nacht_mafft_aligned  -            1.4e-06   27.4   0.0   2.6e-06   26.6   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g13626, partial [Candolleomyces eurysporus]
KAJ2930726.1         -          nacht_mafft_aligned  -            1.5e-06   27.4   0.0   3.8e-06   26.1   0.0   1.6   1   1   0   1   1   1   1 hypothetical protein H1R20_g6355, partial [Candolleomyces eurysporus]
KAJ2932121.1         -          nacht_mafft_aligned  -            1.5e-06   27.4   0.0   2.5e-06   26.6   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g4966, partial [Candolleomyces eurysporus]
KAJ2922198.1         -          nacht_mafft_aligned  -            1.5e-06   27.4   0.0   2.2e-06   26.8   0.0   1.1   1   0   0   1   1   1   1 hypothetical protein H1R20_g14900, partial [Candolleomyces eurysporus]
KAJ2921290.1         -          nacht_mafft_aligned  -            1.5e-06   27.3   0.0   2.7e-06   26.6   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g15806, partial [Candolleomyces eurysporus]
KAJ2936813.1         -          nacht_mafft_aligned  -            1.6e-06   27.3   0.0   3.3e-06   26.2   0.0   1.4   1   0   0   1   1   1   1 hypothetical protein H1R20_g258, partial [Candolleomyces eurysporus]
KAJ2920740.1         -          nacht_mafft_aligned  -            1.7e-06   27.3   0.0   2.6e-06   26.6   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g16354, partial [Candolleomyces eurysporus]
KAJ2923769.1         -          nacht_mafft_aligned  -            1.7e-06   27.2   0.0   3.4e-06   26.2   0.0   1.4   1   0   0   1   1   1   1 hypothetical protein H1R20_g13319, partial [Candolleomyces eurysporus]
KAJ2922524.1         -          nacht_mafft_aligned  -            1.7e-06   27.2   0.0   3.2e-06   26.3   0.0   1.4   1   0   0   1   1   1   1 hypothetical protein H1R20_g14555, partial [Candolleomyces eurysporus]
KAJ2936823.1         -          nacht_mafft_aligned  -            1.8e-06   27.2   0.0   5.7e-06   25.5   0.0   1.8   2   0   0   2   2   1   1 hypothetical protein H1R20_g278, partial [Candolleomyces eurysporus]
KAJ2921849.1         -          nacht_mafft_aligned  -            1.8e-06   27.1   0.0   2.8e-06   26.5   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g15245, partial [Candolleomyces eurysporus]
KAJ2935585.1         -          nacht_mafft_aligned  -            1.8e-06   27.1   0.0   2.3e-06   26.8   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g1509, partial [Candolleomyces eurysporus]
KAJ2935570.1         -          nacht_mafft_aligned  -              2e-06   27.0   0.0   2.9e-06   26.4   0.0   1.1   1   0   0   1   1   1   1 hypothetical protein H1R20_g1528, partial [Candolleomyces eurysporus]
KAJ2933530.1         -          nacht_mafft_aligned  -              2e-06   27.0   0.0   2.9e-06   26.4   0.0   1.1   1   0   0   1   1   1   1 hypothetical protein H1R20_g3557, partial [Candolleomyces eurysporus]
KAJ2933294.1         -          nacht_mafft_aligned  -              2e-06   27.0   0.0   3.8e-06   26.1   0.0   1.4   1   0   0   1   1   1   1 hypothetical protein H1R20_g3851, partial [Candolleomyces eurysporus]
